event_id,time,start_lon,start_lat,end_lon,end_lat,state,cz_name,cz_timezone,tor_f_scale,tor_f_scale_num,tor_length,tor_width,deaths_direct,injuries_direct,damage_property_num,source_file,data_year
865220,2020-01-04 10:29:00,-81.9234,28.7399,-81.8907,28.7589,FLORIDA,LAKE,EST-5,EF0,0.0,2.38,175.0,0,1,,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
865221,2020-01-04 11:26:00,-81.3514,29.0023,-81.2841,29.0264,FLORIDA,VOLUSIA,EST-5,EF1,1.0,4.39,265.0,0,0,25000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874056,2020-01-10 10:34:00,-96.6952,35.4864,-96.6814,35.5013,OKLAHOMA,LINCOLN,CST-6,EF0,0.0,1.3,10.0,0,0,25000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874086,2020-01-10 11:55:00,-95.1771,36.0991,-95.1659,36.1163,OKLAHOMA,MAYES,CST-6,EFU,,1.0,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
872580,2020-01-10 14:27:00,-93.6194,37.6057,-93.6147,37.611,MISSOURI,CEDAR,CST-6,EF1,1.0,0.45,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
872581,2020-01-10 14:28:00,-93.6147,37.611,-93.5194,37.7037,MISSOURI,POLK,CST-6,EF1,1.0,8.25,50.0,0,0,500000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
873054,2020-01-10 14:46:00,-97.6375,33.0971,-97.6343,33.1023,TEXAS,WISE,CST-6,EF0,0.0,0.4,75.0,0,0,10000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867121,2020-01-10 14:49:00,-95.0229,35.7796,-94.948,35.8369,OKLAHOMA,CHEROKEE,CST-6,EF1,1.0,5.8,250.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
872585,2020-01-10 15:20:00,-93.1863,38.0057,-93.1664,38.0222,MISSOURI,HICKORY,CST-6,EF1,1.0,1.57,100.0,0,0,45000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
873066,2020-01-10 17:41:00,-97.4673,32.4886,-97.4502,32.4934,TEXAS,JOHNSON,CST-6,EF1,1.0,1.05,250.0,0,0,20000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
872588,2020-01-10 17:42:00,-93.2016,37.2091,-93.115,37.283,MISSOURI,GREENE,CST-6,EF0,0.0,6.98,75.0,0,0,400000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
873070,2020-01-10 18:15:00,-95.7016,33.3727,-95.6965,33.3776,TEXAS,DELTA,CST-6,EF0,0.0,0.45,150.0,0,0,20000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
873061,2020-01-10 18:22:00,-95.6532,33.4254,-95.6513,33.4265,TEXAS,DELTA,CST-6,EF0,0.0,0.14,100.0,0,0,5000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
873085,2020-01-10 18:42:00,-96.9645,32.9067,-96.9492,32.9161,TEXAS,DALLAS,CST-6,EF0,0.0,1.1,175.0,0,0,15000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
873186,2020-01-10 19:44:00,-93.5999,35.2151,-93.4622,35.3784,ARKANSAS,LOGAN,CST-6,EF2,2.0,13.6,250.0,0,0,500000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867123,2020-01-10 19:45:00,-93.8928,35.4262,-93.8244,35.4381,ARKANSAS,FRANKLIN,CST-6,EF1,1.0,3.9,400.0,0,0,35000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866063,2020-01-10 21:34:00,-96.8042,30.4847,-96.8034,30.4861,TEXAS,BURLESON,CST-6,EF1,1.0,0.11,100.0,0,0,30000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866536,2020-01-10 23:21:00,-95.1751,31.8177,-95.1646,31.825,TEXAS,CHEROKEE,CST-6,EF1,1.0,0.8,75.0,0,0,105000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866540,2020-01-10 23:33:00,-94.7558,31.5832,-94.7197,31.5855,TEXAS,NACOGDOCHES,CST-6,EF1,1.0,2.13,160.0,1,1,75000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866649,2020-01-10 23:43:00,-94.8427,31.8968,-94.7755,31.9194,TEXAS,RUSK,CST-6,EF1,1.0,4.24,500.0,0,0,80000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866656,2020-01-10 23:53:00,-94.8401,31.4619,-94.8354,31.4638,TEXAS,ANGELINA,CST-6,EF1,1.0,0.31,150.0,0,0,60000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866662,2020-01-11 00:18:00,-94.4356,32.3289,-94.4286,32.3336,TEXAS,PANOLA,CST-6,EF1,1.0,0.52,150.0,0,0,30000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866665,2020-01-11 00:30:00,-94.2112,32.6402,-94.1626,32.6549,TEXAS,HARRISON,CST-6,EF0,0.0,3.0,100.0,0,0,15000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866668,2020-01-11 00:39:00,-94.2021,31.773,-94.109,31.811,TEXAS,SHELBY,CST-6,EF1,1.0,6.07,400.0,0,1,500000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866153,2020-01-11 00:52:00,-89.9968,37.5175,-89.9932,37.517,MISSOURI,BOLLINGER,CST-6,EF1,1.0,0.2,45.0,0,0,30000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
873191,2020-01-11 00:58:00,-91.8024,34.6013,-91.7949,34.6015,ARKANSAS,LONOKE,CST-6,EF1,1.0,0.43,130.0,0,0,40000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866960,2020-01-11 01:24:00,-93.5875,32.4571,-93.4463,32.5039,LOUISIANA,BOSSIER,CST-6,EF2,2.0,8.84,300.0,3,0,500000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866988,2020-01-11 01:32:00,-93.4463,32.5039,-93.1807,32.5945,LOUISIANA,WEBSTER,CST-6,EF2,2.0,16.69,300.0,0,0,750000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866154,2020-01-11 01:46:00,-89.6118,37.35,-89.4632,37.4093,MISSOURI,CAPE GIRARDEAU,CST-6,EF2,2.0,9.13,300.0,0,0,750000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867056,2020-01-11 01:50:00,-93.1807,32.5945,-92.9337,32.6218,LOUISIANA,CLAIBORNE,CST-6,EF2,2.0,6.26,300.0,0,0,75000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866155,2020-01-11 02:02:00,-89.4021,37.446,-89.3872,37.45,ILLINOIS,UNION,CST-6,EF1,1.0,0.86,50.0,0,0,80000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866687,2020-01-11 02:19:00,-92.5633,32.8654,-92.5189,32.889,LOUISIANA,UNION,CST-6,EF1,1.0,3.05,250.0,0,0,60000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867833,2020-01-11 02:45:00,-92.0576,33.1768,-91.9813,33.1856,ARKANSAS,ASHLEY,CST-6,EF1,1.0,4.45,650.0,0,0,600000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867835,2020-01-11 02:54:00,-91.9609,33.2576,-91.8033,33.256,ARKANSAS,ASHLEY,CST-6,EF1,1.0,9.11,800.0,0,0,800000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867837,2020-01-11 02:55:00,-91.9441,33.1761,-91.766,33.1835,ARKANSAS,ASHLEY,CST-6,EF1,1.0,10.31,800.0,0,0,400000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869290,2020-01-11 03:07:00,-91.7598,33.2638,-91.459,33.303,ARKANSAS,ASHLEY,CST-6,EF2,2.0,17.58,1000.0,0,0,2800000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
873192,2020-01-11 03:24:00,-91.4714,33.3949,-91.4579,33.398,ARKANSAS,DREW,CST-6,EF0,0.0,0.81,150.0,0,0,100000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869291,2020-01-11 03:25:00,-91.459,33.303,-91.4088,33.3087,ARKANSAS,CHICOT,CST-6,EF1,1.0,2.93,900.0,0,0,200000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869583,2020-01-11 03:33:00,-91.3129,33.3349,-91.183,33.385,ARKANSAS,CHICOT,CST-6,EF1,1.0,8.26,550.0,0,1,1000000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867838,2020-01-11 03:36:00,-91.2845,33.3027,-91.2816,33.3023,ARKANSAS,CHICOT,CST-6,EF1,1.0,0.17,15.0,0,0,110000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869585,2020-01-11 03:44:00,-91.183,33.385,-91.098,33.419,MISSISSIPPI,WASHINGTON,CST-6,EF0,0.0,5.44,200.0,0,0,5000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867894,2020-01-11 03:48:00,-91.0602,33.6658,-90.6907,33.8076,MISSISSIPPI,BOLIVAR,CST-6,EF2,2.0,23.38,1800.0,0,4,3000000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869584,2020-01-11 03:50:00,-91.098,33.419,-91.058,33.446,ARKANSAS,CHICOT,CST-6,EF1,1.0,2.97,200.0,0,0,10000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869586,2020-01-11 03:52:00,-91.058,33.446,-91.0448,33.4551,MISSISSIPPI,WASHINGTON,CST-6,EF2,2.0,0.99,850.0,0,0,120000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869014,2020-01-11 04:02:00,-90.8624,34.0377,-90.8124,34.0818,MISSISSIPPI,BOLIVAR,CST-6,EF1,1.0,4.18,880.0,0,0,350000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
867893,2020-01-11 04:07:00,-90.7434,33.8988,-90.7013,33.9105,MISSISSIPPI,BOLIVAR,CST-6,EF1,1.0,2.55,270.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869010,2020-01-11 04:18:00,-90.5201,33.9183,-90.4579,33.9796,MISSISSIPPI,SUNFLOWER,CST-6,EF2,2.0,5.54,1700.0,0,0,700000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869009,2020-01-11 04:19:00,-90.5682,33.8224,-90.4978,33.8749,MISSISSIPPI,SUNFLOWER,CST-6,EF2,2.0,5.43,850.0,0,0,80000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874640,2020-01-11 04:26:00,-90.4099,33.9798,-90.3807,34.0013,MISSISSIPPI,TALLAHATCHIE,CST-6,EF0,0.0,2.24,100.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874664,2020-01-11 04:38:00,-89.1916,36.3671,-89.1712,36.3885,TENNESSEE,OBION,CST-6,EF1,1.0,1.86,150.0,0,0,75000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874679,2020-01-11 04:42:00,-90.1309,34.6979,-90.0827,34.7301,MISSISSIPPI,TATE,CST-6,EF0,0.0,3.53,200.0,0,0,10000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874713,2020-01-11 04:45:00,-90.175,34.26,-90.1487,34.2744,MISSISSIPPI,QUITMAN,CST-6,EF1,1.0,1.8,150.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874680,2020-01-11 04:45:00,-90.0827,34.7301,-89.9594,34.7778,MISSISSIPPI,DE SOTO,CST-6,EF1,1.0,7.74,200.0,0,0,600000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874714,2020-01-11 04:47:00,-90.1487,34.2744,-90.0892,34.3011,MISSISSIPPI,PANOLA,CST-6,EF1,1.0,3.87,150.0,0,1,300000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874723,2020-01-11 04:53:00,-89.9206,34.8576,-89.8018,34.9255,MISSISSIPPI,DE SOTO,CST-6,EF2,2.0,8.21,300.0,0,0,2600000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874743,2020-01-11 05:04:00,-89.8584,34.5045,-89.7744,34.5539,MISSISSIPPI,PANOLA,CST-6,EF0,0.0,5.88,150.0,0,0,100000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874744,2020-01-11 05:10:00,-89.7744,34.5539,-89.7579,34.5683,MISSISSIPPI,TATE,CST-6,EF0,0.0,1.37,150.0,0,0,10000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866145,2020-01-11 05:17:00,-88.7049,36.6198,-88.6698,36.6256,KENTUCKY,GRAVES,CST-6,EF1,1.0,1.98,230.0,0,0,2000000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874745,2020-01-11 05:21:00,-89.6108,34.655,-89.5184,34.6923,MISSISSIPPI,MARSHALL,CST-6,EF0,0.0,5.85,70.0,0,1,25000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874750,2020-01-11 05:36:00,-89.3431,35.1294,-89.3148,35.1463,TENNESSEE,FAYETTE,CST-6,EF0,0.0,1.98,90.0,0,0,30000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866146,2020-01-11 05:42:00,-88.3787,36.8522,-88.3578,36.8817,KENTUCKY,MARSHALL,CST-6,EF1,1.0,2.34,25.0,0,0,30000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874754,2020-01-11 05:58:00,-88.8041,36.2574,-88.8027,36.2573,TENNESSEE,WEAKLEY,CST-6,EF0,0.0,0.08,75.0,0,0,15000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
872331,2020-01-11 06:04:00,-91.7641,30.5922,-91.7545,30.607,LOUISIANA,ST. LANDRY,CST-6,EF2,2.0,1.2,125.0,0,4,250000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874950,2020-01-11 06:45:00,-88.7007,34.4938,-88.6488,34.5092,MISSISSIPPI,LEE,CST-6,EF0,0.0,3.14,100.0,0,0,75000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874951,2020-01-11 06:48:00,-88.6488,34.5092,-88.5949,34.5483,MISSISSIPPI,PRENTISS,CST-6,EF1,1.0,4.09,100.0,0,0,125000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866147,2020-01-11 06:50:00,-88.07,36.72,-87.99,36.73,KENTUCKY,TRIGG,CST-6,EF1,1.0,4.48,75.0,0,0,80000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874952,2020-01-11 06:56:00,-88.5353,34.5963,-88.441,34.6864,MISSISSIPPI,PRENTISS,CST-6,EF1,1.0,8.22,150.0,0,0,75000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866149,2020-01-11 07:00:00,-87.932,36.8321,-87.8577,36.8433,KENTUCKY,TRIGG,CST-6,EF0,0.0,4.18,50.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866222,2020-01-11 07:05:00,-87.8431,36.9862,-87.72,37.02,KENTUCKY,CALDWELL,CST-6,EF1,1.0,7.18,250.0,0,0,100000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874953,2020-01-11 07:08:00,-88.3934,34.7276,-88.3591,34.7555,MISSISSIPPI,PRENTISS,CST-6,EF1,1.0,2.74,120.0,0,0,15000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874954,2020-01-11 07:11:00,-88.3591,34.7555,-88.3226,34.7862,MISSISSIPPI,TISHOMINGO,CST-6,EF1,1.0,2.97,120.0,0,0,75000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866159,2020-01-11 07:12:00,-87.78,37.05,-87.7,37.05,KENTUCKY,CALDWELL,CST-6,EF0,0.0,4.41,175.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866223,2020-01-11 07:14:00,-87.72,37.02,-87.67,37.03,KENTUCKY,CHRISTIAN,CST-6,EF1,1.0,2.84,250.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866161,2020-01-11 07:16:00,-87.7,37.05,-87.65,37.07,KENTUCKY,CHRISTIAN,CST-6,EF1,1.0,3.08,175.0,0,0,80000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874955,2020-01-11 07:17:00,-88.29,34.816,-88.2796,34.822,MISSISSIPPI,TISHOMINGO,CST-6,EF0,0.0,0.72,80.0,0,0,25000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866156,2020-01-11 07:19:00,-87.6518,37.0565,-87.6134,37.087,KENTUCKY,CHRISTIAN,CST-6,EF1,1.0,2.98,200.0,0,0,80000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866150,2020-01-11 07:34:00,-87.5107,36.6912,-87.3752,36.8064,KENTUCKY,CHRISTIAN,CST-6,EF1,1.0,10.94,100.0,0,0,250000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
866151,2020-01-11 07:40:00,-87.4434,36.8143,-87.4013,36.8313,KENTUCKY,CHRISTIAN,CST-6,EF1,1.0,2.61,50.0,0,0,15000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
869006,2020-01-11 09:33:00,-89.4785,32.3707,-89.4403,32.3988,MISSISSIPPI,SCOTT,CST-6,EF0,0.0,2.96,250.0,0,0,30000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
1298462,2020-01-11 10:33:00,-89.3831,30.3439,-89.36,30.368,MISSISSIPPI,HANCOCK,CST-6,EFU,,2.16,30.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871629,2020-01-11 11:11:00,-88.1545,33.2379,-88.1223,33.3253,ALABAMA,PICKENS,CST-6,EF2,2.0,6.33,1056.0,3,7,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
870479,2020-01-11 13:03:00,-86.6197,34.1749,-86.619,34.1778,ALABAMA,CULLMAN,CST-6,EF0,0.0,0.21,80.0,0,0,,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
870481,2020-01-11 13:13:00,-86.5571,34.3,-86.5481,34.3037,ALABAMA,CULLMAN,CST-6,EF1,1.0,0.58,60.0,0,0,,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
870483,2020-01-11 13:14:00,-86.5481,34.3037,-86.5305,34.3148,ALABAMA,MARSHALL,CST-6,EF0,0.0,1.26,60.0,0,0,,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
941645,2020-01-11 13:19:00,-86.4466,34.3974,-86.4463,34.4006,ALABAMA,MARSHALL,CST-6,EF2,2.0,0.22,150.0,0,0,,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871630,2020-01-11 16:33:00,-85.31,31.7633,-85.2285,31.8093,ALABAMA,BARBOUR,CST-6,EF1,1.0,5.8,275.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
875802,2020-01-11 16:52:00,-84.7582,33.9108,-84.7236,33.9191,GEORGIA,PAULDING,EST-5,EF0,0.0,2.07,400.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
875803,2020-01-11 16:54:00,-84.7236,33.9191,-84.6948,33.9291,GEORGIA,COBB,EST-5,EF0,0.0,1.79,400.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
875805,2020-01-11 17:24:00,-84.1414,34.7415,-84.0938,34.7619,GEORGIA,FANNIN,EST-5,EF0,0.0,3.05,450.0,0,0,250000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
875804,2020-01-11 17:48:00,-84.5255,32.9134,-84.5198,32.9147,GEORGIA,UPSON,EST-5,EF1,1.0,0.34,100.0,0,0,200000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
864269,2020-01-11 17:55:00,-83.58,36.46,-83.58,36.46,TENNESSEE,CLAIBORNE,EST-5,EF0,0.0,3.3,30.0,0,0,,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871142,2020-01-11 20:04:00,-82.914,34.55,-82.908,34.554,SOUTH CAROLINA,ANDERSON,EST-5,EF0,0.0,0.44,30.0,0,0,1000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871143,2020-01-11 20:06:00,-82.87,34.583,-82.867,34.586,SOUTH CAROLINA,ANDERSON,EST-5,EF0,0.0,0.27,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871145,2020-01-11 20:40:00,-82.259,34.182,-82.241,34.192,SOUTH CAROLINA,ABBEVILLE,EST-5,EF0,0.0,1.24,50.0,0,0,1000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871144,2020-01-11 20:40:00,-82.472,34.68,-82.468,34.689,SOUTH CAROLINA,ANDERSON,EST-5,EF0,0.0,0.66,160.0,0,0,1000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871146,2020-01-11 20:42:00,-82.24,34.192,-82.222,34.201,SOUTH CAROLINA,GREENWOOD,EST-5,EF0,0.0,1.2,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871147,2020-01-11 20:45:00,-82.208,34.239,-82.201,34.244,SOUTH CAROLINA,GREENWOOD,EST-5,EF0,0.0,0.53,30.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
864254,2020-01-11 22:11:00,-84.2271,40.0305,-84.1776,40.0545,OHIO,MIAMI,EST-5,EF0,0.0,3.1,350.0,0,0,500000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
864255,2020-01-11 22:15:00,-84.1758,40.106,-84.0774,40.1585,OHIO,MIAMI,EST-5,EF0,0.0,6.34,175.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
864514,2020-01-11 22:33:00,-80.5303,34.4293,-80.523,34.4346,SOUTH CAROLINA,KERSHAW,EST-5,EF2,2.0,0.55,150.0,0,0,,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871199,2020-01-13 12:45:00,-78.8659,34.0423,-78.8464,34.0492,SOUTH CAROLINA,HORRY,EST-5,EF0,0.0,1.21,45.0,0,0,200000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
875806,2020-01-13 23:51:00,-84.3921,33.1469,-84.3722,33.1598,GEORGIA,PIKE,EST-5,EF0,0.0,1.46,100.0,0,0,25000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
875807,2020-01-14 00:20:00,-84.1929,33.2509,-84.188,33.251,GEORGIA,SPALDING,EST-5,EF0,0.0,0.28,50.0,0,0,24000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874011,2020-01-28 15:15:00,-97.1457,31.7094,-97.1186,31.7194,TEXAS,MCLENNAN,CST-6,EF0,0.0,1.74,10.0,0,0,2000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
871057,2020-01-31 22:35:00,-81.123,25.464,-81.075,25.516,FLORIDA,MONROE,EST-5,EFU,,4.68,50.0,0,0,0.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874690,2020-02-05 14:57:00,-89.752,31.9546,-89.6654,32.0055,MISSISSIPPI,SIMPSON,CST-6,EF1,1.0,6.17,150.0,0,0,200000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874691,2020-02-05 15:20:00,-89.5363,32.0906,-89.504,32.1173,MISSISSIPPI,SMITH,CST-6,EF2,2.0,2.64,440.0,0,0,20000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874692,2020-02-05 15:28:00,-90.4403,32.6797,-90.3186,32.7374,MISSISSIPPI,YAZOO,CST-6,EF1,1.0,8.12,800.0,0,0,45000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874693,2020-02-05 15:57:00,-90.0995,32.8169,-89.967,32.88,MISSISSIPPI,YAZOO,CST-6,EF2,2.0,8.84,900.0,0,4,100000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874694,2020-02-05 16:07:00,-89.967,32.88,-89.9667,32.8801,MISSISSIPPI,HOLMES,CST-6,EF2,2.0,0.02,300.0,0,0,1000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874695,2020-02-05 16:08:00,-89.9667,32.8801,-89.8099,32.9356,MISSISSIPPI,ATTALA,CST-6,EF2,2.0,9.87,900.0,0,0,25000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874696,2020-02-05 16:46:00,-89.501,33.0678,-89.4732,33.0735,MISSISSIPPI,ATTALA,CST-6,EF1,1.0,1.66,300.0,0,0,50000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874697,2020-02-05 16:58:00,-89.3761,33.1175,-89.3178,33.1454,MISSISSIPPI,ATTALA,CST-6,EF2,2.0,3.89,800.0,0,0,250000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874698,2020-02-05 17:02:00,-89.3178,33.1454,-89.2851,33.1523,MISSISSIPPI,CHOCTAW,CST-6,EF1,1.0,1.95,200.0,0,0,5000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
870415,2020-02-05 17:18:00,-88.1282,34.6617,-88.1055,34.6648,ALABAMA,COLBERT,CST-6,EF1,1.0,1.32,60.0,0,0,,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874699,2020-02-05 17:33:00,-89.6748,32.6636,-89.5284,32.7112,MISSISSIPPI,LEAKE,CST-6,EF1,1.0,9.13,250.0,0,0,55000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
874700,2020-02-05 17:50:00,-89.476,32.7049,-89.4007,32.7372,MISSISSIPPI,LEAKE,CST-6,EF1,1.0,4.91,150.0,0,0,40000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
878856,2020-02-05 17:55:00,-87.4657,35.0718,-87.2976,35.1165,TENNESSEE,LAWRENCE,CST-6,EF1,1.0,10.05,300.0,0,0,20000.0,StormEvents_details-ftp_v1.0_d2020_c20260323.csv.gz,2020
